iteration,timesteps,fps,collection_time,learn_time,value_loss,surrogate_loss,kl_to_base,mean_noise_std,mean_reward,mean_episode_length
210,20742144,86032,0.9178228378295898,0.22481083869934082,14.592955493927002,-0.0034981812437763437,6.738654518127442,0.34932422637939453,78.1978164256364,168.46
220,21725184,86304,0.913886547088623,0.22515320777893066,17.693310260772705,-0.00431599032599479,6.832579302787781,0.34938347339630127,88.76836409308017,172.89
230,22708224,85762,0.9091174602508545,0.23711919784545898,18.143305110931397,-0.003895709477365017,6.46681821346283,0.3496026396751404,90.21426996074617,188.48
240,23691264,85373,0.9155983924865723,0.2358546257019043,18.869192600250244,-0.002964801104099024,6.5366599559783936,0.349682092666626,86.9797576270625,182.99
250,24674304,86824,0.9062604904174805,0.22595715522766113,19.41998071670532,0.0004066985624376684,5.891743016242981,0.3491787314414978,120.22492801897228,223.06
260,25657344,85756,0.9095888137817383,0.23672771453857422,20.35030641555786,-0.004769844532711431,6.014314341545105,0.3491467833518982,156.95312748126685,301.87
270,26640384,85048,0.9180645942687988,0.23779606819152832,19.228752613067627,-0.004616626637289301,5.917705059051514,0.3494831919670105,137.43133041132242,263.79
280,27623424,85235,0.9165732860565186,0.23675155639648438,21.686814785003662,-0.0017896029341500253,5.943694996833801,0.34978002309799194,160.17957970686257,288.8
290,28606464,86664,0.9101412296295166,0.22416901588439941,23.261930084228517,-0.004233228950761258,6.1734517335891725,0.34909898042678833,167.5545471399836,328.17
300,29589504,28714,3.196413040161133,0.22707796096801758,24.067103099822997,-0.004701064790697274,6.165309858322144,0.34937047958374023,140.2347443237994,243.97
310,30572544,85679,0.9221234321594238,0.2252180576324463,22.000164890289305,-0.004283053413382731,5.725583338737488,0.34828484058380127,154.75818966504187,268.43
320,31555584,84812,0.9224026203155518,0.23666787147521973,21.02095584869385,-0.005583352176472545,5.657795119285583,0.3493410050868988,202.85660985462368,331.06
330,32538624,82578,0.9525399208068848,0.23789763450622559,22.89374303817749,-0.005293120536953211,5.804561567306519,0.34905552864074707,237.55897989094257,424.71
340,33521664,74805,1.068532943725586,0.24559807777404785,24.079112434387206,-0.004570574327954091,6.052689528465271,0.3491310775279999,170.19117455154657,285.38
350,34504704,84531,0.9208745956420898,0.24205780029296875,21.562854290008545,-0.0037115371713298375,5.783768606185913,0.3481166362762451,175.44720965543763,293.57
360,35487744,57587,1.4364087581634521,0.27062320709228516,20.602195262908936,-0.004875210649333894,5.782802391052246,0.34844717383384705,174.05105598792434,294.46
370,36470784,84475,0.9353156089782715,0.22838687896728516,20.814406204223634,-0.0030954707952332685,5.5334631443023685,0.3486827611923218,232.34114781441167,400.63
380,37453824,84521,0.9235320091247559,0.23953557014465332,20.050513458251952,0.027984245790867134,5.334269881248474,0.3497924506664276,192.0419540038146,337.58
390,38436864,79909,0.9923653602600098,0.23782587051391602,20.44606533050537,-0.005133172203932191,5.50679383277893,0.34899482131004333,186.63497301632538,270.12
400,39419904,85301,0.9154131412506104,0.2370131015777588,20.681438827514647,-0.006324757906259038,6.2261354446411135,0.3490028381347656,159.58464435625822,307.8
410,40402944,84844,0.9207634925842285,0.237870454788208,22.50150728225708,-0.005828278424451128,6.160942912101746,0.3491226136684418,116.95783862604527,236.03
420,41385984,84087,0.9294650554656982,0.2396080493927002,23.195869731903077,-0.0042596423105919715,6.253161430358887,0.34875380992889404,155.12591644324363,252.7
430,42369024,84328,0.9364821910858154,0.22924113273620605,23.798218536376954,-0.005770450019917916,6.363977432250977,0.34916090965270996,222.0282205602154,353.15
440,43352064,83069,0.9477024078369141,0.23569655418395996,24.70707483291626,-0.0055307218084635675,6.104990553855896,0.34860342741012573,230.54789510808885,335.32
450,44335104,82421,0.9565927982330322,0.23611187934875488,23.397148418426514,-0.0057536199441528876,5.530141592025757,0.349234402179718,238.65665900304214,380.72
460,45318144,85140,0.9150986671447754,0.23950552940368652,21.998898315429688,-0.00658537801446073,5.537283229827881,0.3496551513671875,213.05410765819252,297.8
470,46301184,82053,0.9665102958679199,0.231536865234375,19.245751190185548,-0.006922067923005671,5.469294595718384,0.34827733039855957,151.36973794521765,286.09
480,47284224,85059,0.9202814102172852,0.2354269027709961,29.797417545318602,-0.003939444312709384,5.659694671630859,0.3484382629394531,181.42119015410543,288.14
490,48267264,82543,0.951322078704834,0.23961949348449707,28.530170917510986,-0.0057052326417760925,6.07516610622406,0.3488638997077942,196.93630444660783,305.14
500,49250304,84702,0.9229726791381836,0.23761343955993652,30.945389175415038,-0.004723294600262306,6.067856764793396,0.34868353605270386,206.4288619270548,299.85
510,50233344,84467,0.9275417327880859,0.23626971244812012,27.749690055847168,-0.004584745201282203,6.183242297172546,0.35005924105644226,256.77229864671824,361.94
520,51216384,85631,0.9174098968505859,0.23058176040649414,19.211723423004152,0.0004904711677227169,6.1066372156143185,0.348940908908844,298.27865024849774,423.64
530,52199424,23505,3.9451329708099365,0.23698782920837402,23.75639123916626,-0.004556032313848846,5.746351051330566,0.34902819991111755,237.6755995681882,374.66
0,98304,15620,5.93454909324646,0.3586852550506592,1.5228352785110473,0.006949663459090516,2.701463782787323,0.34815430641174316,0.8531678815593478,11.3
10,1081344,87613,0.9012603759765625,0.22076034545898438,4.228840470314026,-0.002074009483476402,2.5984760403633116,0.3463890254497528,30.679767898553983,207.69
20,2064384,87032,0.9049608707427979,0.22455453872680664,3.384472155570984,-0.0026826544912182727,2.6587801218032836,0.3463587760925293,52.709920907914636,368.91
30,3047424,87677,0.8992371559143066,0.22195863723754883,3.1773819446563722,-0.002892564710782608,2.651714873313904,0.34673261642456055,67.8365662727505,549.29
40,4030464,86523,0.9032723903656006,0.23288607597351074,3.8427038908004763,-0.0036588928662240503,2.9955799698829653,0.34684962034225464,74.25586396245984,612.21
50,5013504,86680,0.9003491401672363,0.23374104499816895,4.86763174533844,-0.002781822148244828,3.3640905261039733,0.34706076979637146,74.26465432949364,656.73
60,5996544,86878,0.9095430374145508,0.22196722030639648,5.619828772544861,-0.0041539730329532175,3.4736618995666504,0.3463876247406006,69.66485700319521,598.47
70,6979584,86789,0.9095027446746826,0.2231733798980713,8.490629816055298,-0.004632374430366326,3.544036161899567,0.3474360704421997,79.91988703735173,477.19
80,7962624,84957,0.9234001636505127,0.23369312286376953,9.536342668533326,-0.003189503606699873,3.7558231472969057,0.3479000926017761,101.05451398096979,431.83
90,8945664,86273,0.9170041084289551,0.22243905067443848,12.282670402526856,-0.0037400787841761485,4.601600337028503,0.34815043210983276,91.73429274156689,348.49
100,9928704,85375,0.9170088768005371,0.23442816734313965,12.870572280883788,-0.003794727569038514,4.644996404647827,0.3491116762161255,81.61759750753642,286.72
110,10911744,85885,0.9175002574920654,0.2270963191986084,12.727724695205689,-0.0036073280440177768,4.661831641197205,0.3492248058319092,79.51011639505624,198.43
120,11894784,82615,0.9517676830291748,0.2381291389465332,12.568315029144287,-0.004016954060352873,4.460110688209534,0.3488810062408447,67.60087156794965,203.1
130,12877824,78359,1.0153069496154785,0.23922133445739746,11.297235822677612,-0.004396391534828581,4.386383390426635,0.34893953800201416,71.16009628370404,191.68
140,13860864,85448,0.9131081104278564,0.23733949661254883,11.696460151672364,-0.00436865336378105,4.717071771621704,0.34864434599876404,58.74059359766543,194.12
150,14843904,85317,0.916269063949585,0.23594331741333008,12.834121036529542,-0.004514499427750706,4.783272433280945,0.3485376536846161,65.74177087893709,200.77
160,15826944,83407,0.9404196739196777,0.2381742000579834,13.352162933349609,-0.00461603436851874,5.325425148010254,0.3486226499080658,68.78764590471982,169.83
0,98304,32912,2.634986400604248,0.3518242835998535,24.30053291320801,-0.0028227831586264073,6.192135167121887,0.3492208421230316,1.0754182744212448,11.43
10,1081344,86316,0.9088921546936035,0.22999286651611328,23.141407012939453,-0.004611641229712404,6.344093537330627,0.3485606610774994,64.14169494438916,118.47
20,2064384,80444,0.9816243648529053,0.24038028717041016,20.64204111099243,0.00028292532078921795,5.9939329624176025,0.35037511587142944,126.42747362029273,193.39
30,3047424,85821,0.9090063571929932,0.23644089698791504,29.82333755493164,-0.004095452633191598,6.195814204216004,0.34920236468315125,147.18258917720522,255.48
40,4030464,86821,0.9091546535491943,0.22310137748718262,25.079331588745116,-0.004979263548739255,5.8006044864654545,0.34916210174560547,192.04255276039243,278.02
0,98304,23084,3.9077553749084473,0.3506946563720703,24.30053291320801,-0.0028227831586264073,6.192135167121887,0.3492208421230316,1.0754182744212448,11.43
10,1081344,86305,0.9062356948852539,0.23279094696044922,23.141407012939453,-0.004611641229712404,6.344093537330627,0.3485606610774994,64.14169494438916,118.47
20,2064384,86647,0.9115910530090332,0.22294330596923828,20.64204111099243,0.00028292532078921795,5.9939329624176025,0.35037511587142944,126.42747362029273,193.39
30,3047424,86466,0.904594898223877,0.23230552673339844,29.82333755493164,-0.004095452633191598,6.195814204216004,0.34920236468315125,147.18258917720522,255.48
40,4030464,86667,0.9004907608032227,0.23377227783203125,25.079331588745116,-0.004979263548739255,5.8006044864654545,0.34916210174560547,192.04255276039243,278.02
50,5013504,86644,0.9112410545349121,0.22332358360290527,26.491192722320555,-0.005310048568208004,5.560184168815613,0.34929436445236206,247.87703415058553,378.05
60,5996544,86039,0.9086868762969971,0.23386263847351074,25.455613613128662,-0.0035226851468905807,5.7623591184616085,0.3490811288356781,207.72476101249455,293.93
70,6979584,86368,0.9035484790802002,0.23464131355285645,27.359895324707033,0.006201726535800844,5.654971075057984,0.3488255441188812,223.21754299156368,334.93
80,7962624,86232,0.9052186012268066,0.23476696014404297,29.205134296417235,-0.005381759291049093,5.7367206573486325,0.3492424190044403,203.85224728509783,341.49
90,8945664,86066,0.9080047607421875,0.23418474197387695,27.474649238586426,-0.001910247642081231,5.691902470588684,0.34985917806625366,242.55354370290414,370.0
100,9928704,86215,0.9039490222930908,0.23626089096069336,22.87949333190918,-0.004692739242454991,5.2382992029190065,0.34894251823425293,225.33795404490084,371.02
110,10911744,86215,0.9047274589538574,0.23548483848571777,31.337328910827637,-0.00588789425091818,5.131973290443421,0.3485914468765259,269.8598220458627,421.83
120,11894784,86301,0.9024107456207275,0.2366640567779541,25.373580169677734,-0.005045036520459689,5.334124302864074,0.3494454324245453,254.9917040799558,398.57
130,12877824,85406,0.915647029876709,0.23536086082458496,30.375422954559326,-0.00508646973175928,5.390108203887939,0.3494182229042053,295.06911656558515,455.0
140,13860864,85978,0.9077789783477783,0.2355790138244629,30.38056049346924,-0.0028603847080376,5.45618245601654,0.3491264283657074,228.34381767906248,363.76
150,14843904,85518,0.9139711856842041,0.2355327606201172,27.645170402526855,-0.00722711406997405,5.50448477268219,0.3494240939617157,317.11909056335685,453.35
160,15826944,85772,0.9104523658752441,0.23564863204956055,27.86462745666504,-0.0068783001304836945,5.5186107635498045,0.34930869936943054,284.1544572764635,415.67
170,16809984,85968,0.9075934886932373,0.2358999252319336,28.741874122619627,-0.00338532542809844,5.656331634521484,0.35009586811065674,292.2363252024725,436.8
180,17793024,16098,5.872391700744629,0.23407912254333496,29.28303508758545,-0.004520385429168527,5.662559175491333,0.34930920600891113,332.83094603925946,486.75
190,18776064,85825,0.9081521034240723,0.2372438907623291,25.670471954345704,-0.004663219866051805,5.439259600639343,0.3485032916069031,275.8224250216782,387.68
200,19759104,15169,6.242979526519775,0.23732519149780273,29.72661437988281,-0.0075435261271195484,5.59461886882782,0.3496113717556,247.510968924677,387.61
210,20742144,86293,0.9040114879608154,0.23517441749572754,24.48717803955078,-0.007175308535806835,5.699970293045044,0.3486771285533905,274.77109077755364,378.2
220,21725184,86033,0.9067738056182861,0.23584818840026855,26.575764751434328,-0.003949668395216576,5.986228084564209,0.34935101866722107,304.9746797034331,391.42
230,22708224,86044,0.9073030948638916,0.2351689338684082,29.575536727905273,-0.0018368007637036498,5.951437139511109,0.34993869066238403,265.0692373898998,359.62
240,23691264,85752,0.9103548526763916,0.2360091209411621,27.661533737182616,-0.005634133805142483,5.840580582618713,0.3497798442840576,298.0533339306712,386.66
0,98304,22732,3.934370994567871,0.38997554779052734,24.30053291320801,-0.0028227831586264073,6.192135167121887,0.3492208421230316,1.0754182744212448,11.43
10,1081344,85864,0.9080657958984375,0.23680830001831055,23.141407012939453,-0.004611641229712404,6.344093537330627,0.3485606610774994,64.14169494438916,118.47
20,2064384,85992,0.9097771644592285,0.23339176177978516,20.64204111099243,0.00028292532078921795,5.9939329624176025,0.35037511587142944,126.42747362029273,193.39
30,3047424,85176,0.9180240631103516,0.2360973358154297,29.82333755493164,-0.004095452633191598,6.195814204216004,0.34920236468315125,147.18258917720522,255.48
40,4030464,85717,0.9114000797271729,0.23543548583984375,25.079331588745116,-0.004979263548739255,5.8006044864654545,0.34916210174560547,192.04255276039243,278.02
50,5013504,81145,0.9756982326507568,0.23576140403747559,26.491192722320555,-0.005310048568208004,5.560184168815613,0.34929436445236206,247.87703415058553,378.05
60,5996544,85717,0.9088339805603027,0.23800039291381836,25.455613613128662,-0.0035226851468905807,5.7623591184616085,0.3490811288356781,207.72476101249455,293.93
70,6979584,85831,0.9089770317077637,0.23633337020874023,27.359895324707033,0.006201726535800844,5.654971075057984,0.3488255441188812,223.21754299156368,334.93
80,7962624,86425,0.9129090309143066,0.22453951835632324,29.205134296417235,-0.005381759291049093,5.7367206573486325,0.3492424190044403,203.85224728509783,341.49
90,8945664,85388,0.9143824577331543,0.23687148094177246,27.474649238586426,-0.001910247642081231,5.691902470588684,0.34985917806625366,242.55354370290414,370.0
100,9928704,86909,0.9053773880004883,0.22572565078735352,22.87949333190918,-0.004692739242454991,5.2382992029190065,0.34894251823425293,225.33795404490084,371.02
110,10911744,87038,0.9044618606567383,0.22496604919433594,31.337328910827637,-0.00588789425091818,5.131973290443421,0.3485914468765259,269.8598220458627,421.83
120,11894784,85347,0.9149355888366699,0.23687267303466797,25.373580169677734,-0.005045036520459689,5.334124302864074,0.3494454324245453,254.9917040799558,398.57
130,12877824,86377,0.9127838611602783,0.22528672218322754,30.375422954559326,-0.00508646973175928,5.390108203887939,0.3494182229042053,295.06911656558515,455.0
140,13860864,85874,0.907487154006958,0.23725128173828125,30.38056049346924,-0.0028603847080376,5.45618245601654,0.3491264283657074,228.34381767906248,363.76
150,14843904,85957,0.9075155258178711,0.23612236976623535,27.645170402526855,-0.00722711406997405,5.50448477268219,0.3494240939617157,317.11909056335685,453.35
160,15826944,85570,0.9106321334838867,0.23816990852355957,27.86462745666504,-0.0068783001304836945,5.5186107635498045,0.34930869936943054,284.1544572764635,415.67
170,16809984,85972,0.9089550971984863,0.23447465896606445,28.741874122619627,-0.00338532542809844,5.656331634521484,0.35009586811065674,292.2363252024725,436.8
180,17793024,82508,0.9500210285186768,0.24141550064086914,29.28303508758545,-0.004520385429168527,5.662559175491333,0.34930920600891113,332.83094603925946,486.75
190,18776064,86263,0.9064221382141113,0.23315024375915527,25.670471954345704,-0.004663219866051805,5.439259600639343,0.3485032916069031,275.8224250216782,387.68
200,19759104,86224,0.9039812088012695,0.23611855506896973,29.72661437988281,-0.0075435261271195484,5.59461886882782,0.3496113717556,247.510968924677,387.61
210,20742144,85782,0.9096014499664307,0.23636913299560547,24.48717803955078,-0.007175308535806835,5.699970293045044,0.3486771285533905,274.77109077755364,378.2
220,21725184,86140,0.9047496318817139,0.2364518642425537,26.575764751434328,-0.003949668395216576,5.986228084564209,0.34935101866722107,304.9746797034331,391.42
230,22708224,86289,0.9032158851623535,0.2360222339630127,29.575536727905273,-0.0018368007637036498,5.951437139511109,0.34993869066238403,265.0692373898998,359.62
240,23691264,86079,0.9065227508544922,0.23549270629882812,27.661533737182616,-0.005634133805142483,5.840580582618713,0.3497798442840576,298.0533339306712,386.66
250,24674304,85927,0.907306432723999,0.2367260456085205,25.635346794128417,-0.005805316714031505,5.697346830368042,0.3494499623775482,345.70980280838904,448.73
260,25657344,85921,0.9086475372314453,0.23546934127807617,30.59434814453125,-0.006787199832615443,5.783818888664245,0.3489406704902649,335.52374879140405,448.55
270,26640384,85379,0.9148194789886475,0.23656415939331055,28.648199558258057,-0.002177987521281466,5.843253564834595,0.34912940859794617,328.8114314551651,399.53
280,27623424,86320,0.9022996425628662,0.2365281581878662,26.377813720703124,0.000476813941168075,6.033833861351013,0.34985849261283875,289.3993908624351,383.33
290,28606464,87329,0.9007799625396729,0.22489356994628906,28.320706844329834,-0.004664199019316584,5.8023682832717896,0.3498837351799011,403.76466043643654,480.5
300,29589504,86174,0.903587818145752,0.23716974258422852,29.09666976928711,4.4139155943412336e-05,5.788991212844849,0.34939679503440857,392.797366534397,513.06
310,30572544,86290,0.902658224105835,0.2365570068359375,29.579249382019043,-0.00395493826654274,5.95634343624115,0.34963178634643555,323.20495188837407,429.55
320,31555584,86535,0.9103357791900635,0.22565388679504395,29.256537342071532,-0.006525013776263222,6.088610124588013,0.34942182898521423,339.6714026093483,440.33
330,32538624,85955,0.9073383808135986,0.2363264560699463,27.71859130859375,-0.0010270233906339854,6.2544431447982785,0.34946197271347046,378.4677281706408,457.42
340,33521664,86291,0.9029812812805176,0.23622560501098633,26.494318103790285,-0.0037574702670099213,6.152913689613342,0.34941038489341736,428.00252905526196,493.62
350,34504704,87482,0.8982663154602051,0.22542643547058105,28.63547639846802,-0.003706297965254635,6.090722703933716,0.3484080731868744,434.61273728452625,520.1
360,35487744,85766,0.9103603363037109,0.2358255386352539,29.126010513305665,-0.00552828565805612,6.139811992645264,0.3496386706829071,329.2951820562035,408.58
370,36470784,86517,0.9018890857696533,0.23434090614318848,27.227936935424804,-0.006224068884694134,5.9704669713974,0.3489242196083069,408.64351630805993,468.11
380,37453824,86944,0.9049091339111328,0.2257401943206787,31.056111431121828,0.0005574686118052341,6.142371273040771,0.3495471179485321,426.8250455521047,523.23
390,38436864,86986,0.9058644771575928,0.22424840927124023,29.076453399658202,-0.0037141927285119893,6.427279686927795,0.3497525155544281,354.7105249823863,434.94
400,39419904,85930,0.9065651893615723,0.23742938041687012,24.469832992553712,0.00670228210510686,6.450166344642639,0.3487647473812103,435.3545752268843,532.18
410,40402944,86257,0.9034249782562256,0.23622775077819824,29.56175117492676,-0.006291130851604976,6.238853025436401,0.3488087058067322,391.5471894478798,488.34
420,41385984,87139,0.9028856754302979,0.22523212432861328,26.88072280883789,-0.007041596446651965,6.7288871049880985,0.3482641577720642,408.6762474349886,486.97
430,42369024,85756,0.9089102745056152,0.23740839958190918,26.544672298431397,-0.007881274240207858,6.3849187850952145,0.34916433691978455,428.44326130472126,515.44
440,43352064,86436,0.9037814140319824,0.23351764678955078,25.083088874816895,-0.006856794498162344,6.45979425907135,0.34857553243637085,413.3222846215218,507.8
450,44335104,86059,0.906482458114624,0.23580265045166016,26.90469846725464,-0.003992193311569281,6.30602707862854,0.34979432821273804,388.1315684014373,452.56
460,45318144,86183,0.9038689136505127,0.23676633834838867,20.972709083557127,-0.004077507769397926,6.03122124671936,0.34920069575309753,415.24463561270386,489.97
470,46301184,86347,0.9039483070373535,0.23452067375183105,24.2537184715271,-0.0069840144424233586,5.972669672966004,0.34877443313598633,468.4453913030773,544.69
480,47284224,87642,0.8967339992523193,0.22491216659545898,27.717590427398683,-0.006883871932222974,6.077714323997498,0.3488135039806366,462.8817765367031,544.97
490,48267264,87152,0.8943512439727783,0.23360466957092285,26.65146646499634,-0.0073104918177705255,6.0068039894104,0.34925395250320435,418.1853251937032,493.44
500,49250304,86095,0.9045510292053223,0.23725056648254395,24.18782243728638,-0.008330869144992903,6.078794455528259,0.3490804433822632,422.07423655211926,509.34
510,50233344,86395,0.9003846645355225,0.23745298385620117,24.939111137390135,-0.0016842356824781745,6.3607213497161865,0.3506905436515808,434.09067339763044,513.47
520,51216384,86769,0.9095900058746338,0.2233445644378662,29.255692100524904,-0.002833373536122963,6.223576545715332,0.3500109612941742,401.2019267646223,462.76
530,52199424,86068,0.9065637588500977,0.2355954647064209,24.399846649169923,-0.006382628495339304,6.212800765037537,0.3493979871273041,393.75496844805775,459.5
540,53182464,86956,0.905280590057373,0.2252194881439209,30.25116386413574,-0.005702493681747,6.35959370136261,0.3480529189109802,461.2964524151571,533.61
550,54165504,85799,0.9096698760986328,0.2360694408416748,28.882310390472412,0.0010890116449445487,6.482099795341492,0.34976932406425476,471.58009930729867,554.85
560,55148544,85725,0.9107751846313477,0.23595023155212402,35.20792608261108,-0.0036131022789049894,6.637192058563232,0.3504452109336853,366.9671016874909,432.24
570,56131584,86677,0.9087929725646973,0.22533750534057617,27.389916229248048,-0.002804382954491302,6.4829669952392575,0.34920424222946167,437.76368602357803,521.37
580,57114624,85974,0.9061107635498047,0.23729372024536133,27.099243068695067,-0.0011207198069314473,6.4376643896102905,0.3500917851924896,482.2394314469397,568.65
590,58097664,86720,0.8969290256500244,0.23663783073425293,29.44190044403076,-0.006227211675286526,6.848101258277893,0.3490689694881439,459.48985727414487,547.24
600,59080704,86653,0.9004819393157959,0.23396801948547363,26.444938373565673,-0.005097840161761269,6.665718412399292,0.3506825864315033,434.38541024908426,491.12
610,60063744,86124,0.9045987129211426,0.23682260513305664,24.034139156341553,-0.007236002998251933,6.89658420085907,0.34943875670433044,420.7238236633968,486.75
620,61046784,85584,0.9126591682434082,0.23595571517944336,28.00873746871948,-0.004698697931598872,6.783073878288269,0.35032349824905396,483.72135001443326,568.59
630,62029824,86723,0.9069352149963379,0.22659873962402344,27.09192314147949,-0.007088143867440522,6.9088255882263185,0.34950825572013855,492.6218057998083,544.93
640,63012864,86690,0.906219482421875,0.22774219512939453,33.37369394302368,-0.003591987432446331,6.5884218454360965,0.34919291734695435,451.13982671529055,511.11
650,63995904,86476,0.902177095413208,0.23459434509277344,27.335728645324707,-0.0067988682014402,7.080974483489991,0.3499833047389984,483.9713497855514,561.67
660,64978944,86304,0.9039754867553711,0.23505592346191406,31.806320190429688,-0.006636202620575205,7.076540994644165,0.3500078320503235,404.4534826206416,496.36
670,65961984,86400,0.901984691619873,0.23578834533691406,25.934702587127685,-0.004243593700812199,6.633561086654663,0.3498637080192566,492.64845765424894,576.07
680,66945024,86286,0.9013407230377197,0.2379310131072998,23.78871078491211,-0.006451204424956813,6.757361030578613,0.3488825559616089,484.1567152786255,557.4
690,67928064,86283,0.903256893157959,0.23605728149414062,25.67380142211914,0.002602752047823742,6.650651645660401,0.34948739409446716,493.7174544153735,577.58
700,68911104,87311,0.9003157615661621,0.2255876064300537,27.076005363464354,-0.006092241575242951,6.7543927192687985,0.34990400075912476,446.4876638643071,525.81
710,69894144,86518,0.9013981819152832,0.23481512069702148,26.671699428558348,-0.007541496329940856,6.857157015800476,0.3505398631095886,427.5308704288304,492.27
720,70877184,87607,0.8988969326019287,0.22319436073303223,27.646347522735596,-0.006253480174927972,6.918754768371582,0.34921273589134216,452.0962983893044,525.65
730,71860224,87008,0.9052944183349609,0.22452712059020996,33.439620399475096,-0.006485515361418948,6.946665811538696,0.34986135363578796,399.8112896839529,475.23
740,72843264,86453,0.8997557163238525,0.2373218536376953,31.356609058380126,-0.004849756105977576,6.7787538290023805,0.3497626781463623,474.78684313550593,535.62
750,73826304,87489,0.9017741680145264,0.22183585166931152,32.213387393951415,-0.007739350222982467,6.432663989067078,0.349076509475708,530.3602481664717,573.74
760,74809344,87003,0.9063584804534912,0.22352337837219238,26.14634017944336,-0.00408807081694249,6.535989665985108,0.34980055689811707,434.66848151803015,500.01
770,75792384,87415,0.8994841575622559,0.22507786750793457,34.07612247467041,-0.0056144778325688096,6.566274523735046,0.34984391927719116,477.63934764817355,546.26
780,76775424,86324,0.9020464420318604,0.2367246150970459,25.75576171875,-0.004819458060956095,6.584081387519836,0.3491583466529846,485.9374646257516,549.34
790,77758464,86399,0.9016819000244141,0.23609662055969238,26.943467807769775,-0.006800366286188364,6.791387510299683,0.35062479972839355,403.39973489155994,478.63
800,78741504,86811,0.8965790271759033,0.23580098152160645,22.651185321807862,-0.008243513037450611,6.9958803176879885,0.3501414656639099,494.46617644034325,571.63
810,79724544,86200,0.9038722515106201,0.23653888702392578,33.023744678497316,0.0017096317173127319,7.247758913040161,0.35143882036209106,472.2251850497723,558.8
820,80707584,85997,0.9062731266021729,0.23682951927185059,25.96983709335327,-0.005453143248178094,7.4808290004730225,0.3503349721431732,602.230996196419,658.14
830,81690624,85954,0.908125638961792,0.2355501651763916,25.133494186401368,-0.006513130984967574,7.461830878257752,0.35015976428985596,468.7325039425492,537.16
840,82673664,86169,0.9037740230560303,0.23705291748046875,26.30370388031006,-0.006321503853541799,7.538125371932983,0.3500518798828125,505.9463692209497,576.82
